t_cam_ns,frame_id,ball_px_cx,ball_px_cy,ball_px_radius,ball_cam_x,ball_cam_y,ball_cam_z,ball_world_x,ball_world_y,ball_world_z,ball_world_vx,ball_world_vy,ball_world_vz,ee_x,ee_y,ee_z,ee_roll,ee_pitch,ee_yaw,ee_vx,ee_vy,ee_vz,ee_wx,ee_wy,ee_wz,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,gripper_ratio
1758245372693767499,30,684,422,35.0,1.22,-0.05926933629982228,-0.09810785456140812,1.1291722999395752,0.06058967442284864,0.06664992125328939,-0.0001506499342737005,0.0005269177145702898,0.010115604827670077,0.3148112257590723,-0.002283406790156794,0.4468005757763647,0.11772720049144302,0.1792679595971696,-0.006030934306414344,0.0,0.0,0.0,0.0,0.0,0.0,-1.1555864059621197,-1.2661035562801415,0.6164766426955123,-2.5021962434792036,0.7476660851944491,1.452215129384977,-0.10154094732298659,0.00033970156979446864,0.0007055958397951462,0.0009812056789252313,0.002188476669730863,-0.00019913861764932135,7.898244364566725e-05,0.00034880537107635594,0.0012181922793388367
1758245372794701850,31,684,422,35.0,1.226,-0.05957590183240755,-0.09861530898155334,1.1292619605254695,0.06027607487675994,0.06062953325977216,0.0008883059632910647,-0.003106965497689679,-0.05964657159699009,0.3148119823303631,-0.0022826984000326625,0.44680044354523213,0.11772656581571864,0.1792649428153833,-0.006030500049487372,0.0,0.0,0.0,0.0,0.0,0.0,-1.1555861585624785,-1.2661006924579672,0.6164772032727233,-2.50219450423038,0.7476675512022462,1.4522167528502865,-0.101536146426186,0.0011530631703196618,0.0005676516656601697,0.0003356545601628514,0.00026660543309997483,0.00035503684090720583,-0.0005563671608477993,5.2569437701173514e-05,0.0012181922793388367
1758245372895522599,32,684,422,35.0,1.226,-0.05957590183240755,-0.09861530898155334,1.1292619605254695,0.06027607487675994,0.06062953325977216,0.0,0.0,0.0,0.3148128688221177,-0.002280636173908029,0.4468033156183328,0.11773520130665263,0.17926900591274822,-0.00602125827369769,0.0,0.0,0.0,0.0,0.0,0.0,-1.1555864098868989,-1.2661015602201757,0.6164772032619312,-2.502191638095597,0.7476649399912015,1.4522185701065036,-0.10153406563100953,0.001280196063866276,0.0014802854787799235,-0.00038684574057114307,-0.0008218262800874092,-3.7467845340905036e-05,0.0004939282979318859,0.00029680333947955265,0.001234583556652069
1758245372995729972,33,684,422,35.0,1.23,-0.05978027885413109,-0.09895361192831682,1.129321734249399,0.06006700851270078,0.05661594126409364,0.0005965002588145251,-0.0020863371406728585,-0.04005286113705947,0.3148117645462873,-0.002282282244520887,0.446801642197657,0.11772964129285107,0.17926602840140574,-0.0060249873530832205,0.0,0.0,0.0,0.0,0.0,0.0,-1.1555861585624785,-1.2661035649132002,0.6164751438100572,-2.502197284069883,0.7476649362786655,1.4522205869974363,-0.10153989508682908,0.0008131566994512354,0.001658245094589113,-0.0011710717192711644,0.0004573449886713678,8.129613734383939e-05,0.00034199732573544006,0.00221755386673438,0.001234583556652069
1758245373094936399,34,684,422,35.0,1.228,-0.05967809034326932,-0.09878446045493507,1.1292918473874345,0.060171541694730366,0.05862273726193279,-0.00030125933236754696,0.001053693648593783,0.020228487795847645,0.3148122053916057,-0.0022804811140792716,0.44680323171072295,0.11773328418889781,0.17927028935799855,-0.006022635967985142,0.0,0.0,0.0,0.0,0.0,0.0,-1.1555861616149417,-1.266102637087904,0.6164788795654214,-2.502195162547466,0.7476641910944258,1.4522143717675255,-0.10154231559606029,0.00014104699800290303,6.965880072527453e-05,-0.0009026518822463804,-7.734828357902664e-05,-0.00022954879649797033,-0.0012846803800933403,0.000997402326040485,0.0012263879179954529
1758245373226791610,35,684,422,35.0,1.221,-0.05932043055525315,-0.098192430298099,1.1291872433705576,0.06053740783183385,0.06564652325436993,-0.0007933248605308546,0.0027747567527193727,0.053268929905524454,0.31481149720730395,-0.002281816695196216,0.4468017653789238,0.1177306180144486,0.17926647573976032,-0.006024817798612583,0.0,0.0,0.0,0.0,0.0,0.0,-1.155585435418182,-1.2661018524147307,0.616475429290607,-2.5021992762696508,0.7476671453453335,1.452215995288029,-0.10154155779790341,-0.0007595401388257372,0.00017361762833181463,-0.0009329095795095118,-0.0008313405276245602,6.547892569009668e-05,-0.0001245946222571266,-0.0012344862454361253,0.0012263879179954529
1758245373297710199,36,684,422,35.0,1.225,-0.05952480757697669,-0.09853073324486247,1.1292470170944873,0.06032834146777472,0.061632931258691404,0.0008428498757867793,-0.002947976926883456,-0.05659435773149015,0.31481234564145727,-0.0022826082389332016,0.4468038528094518,0.11772582839674788,0.17927101795153197,-0.006024575925144827,0.0,0.0,0.0,0.0,0.0,0.0,-1.1555827335680988,-1.2661018792498762,0.6164754193458989,-2.502194425331306,0.7476664954562031,1.452214842715147,-0.1015361870257765,-0.0007685787840464369,0.00021836896154344394,0.00011460044873330181,-0.0001651770090982777,3.075264085954712e-05,0.00048539681896437356,0.002811333098283331,0.0012181922793388367
1758245373393678161,37,684,422,35.0,1.227,-0.05962699608783844,-0.09869988471824422,1.1292769039564519,0.06022380828574515,0.05962613526085225,0.00031142541054054876,-0.0010892508275789884,-0.020911103622677226,0.31481226371159987,-0.0022816156372993824,0.446802585909382,0.11772987529871749,0.17926747042931024,-0.006022768616742643,0.0,0.0,0.0,0.0,0.0,0.0,-1.1555861585624287,-1.2661011014887504,0.6164789579775739,-2.502194420809151,0.7476656932566141,1.452218310236148,-0.10153737793801766,0.00023051551980893977,0.0009970809232227361,0.0003104739349941733,0.0013413165947269204,-0.0005327554006404811,0.0001540675288962783,-0.0019323720609766887,0.0012181922793388367
1758245373495187209,38,684,422,35.0,1.229,-0.05972918459870021,-0.09886903619162596,1.129306790818417,0.060119275103715564,0.057619339263013325,0.00029442559608118746,-0.0010297917682135066,-0.019769626820250824,0.3148120444719181,-0.0022820289682222166,0.44680154350293727,0.11772348638230024,0.17926548580354926,-0.006026586322846819,0.0,0.0,0.0,0.0,0.0,0.0,-1.1555881921283735,-1.2661018761493295,0.6164793093074736,-2.5021973877848054,0.747664937090944,1.452214371764867,-0.10153973137961969,0.00030044219354938127,-0.0017172931847924007,0.0007477555826875235,-0.0009964686637977298,-0.0006963092488358886,-0.00022504133145218692,0.0004355529577130373,0.0012263879179954529
1758245373594425617,39,684,422,35.0,1.227,-0.05962699608783844,-0.09869988471824422,1.1292769039564519,0.06022380828574515,0.05962613526085225,-0.00030116224723228,0.0010533540807062293,0.02022196887558825,0.3148123135707885,-0.002282097815700007,0.4468021663445864,0.11772994800322759,0.17926589210793278,-0.006024193294389548,0.0,0.0,0.0,0.0,0.0,0.0,-1.1555844461825304,-1.2660989913608265,0.6164754206233622,-2.5021962309222596,0.7476625937183106,1.4522156003352396,-0.10154231559405694,0.00012505227343345156,0.0002655553597511184,-0.00023682105997070103,0.0005259437924168863,3.8075709555648385e-05,-0.0005781114263462104,-0.0012358263658926935,0.0012263879179954529
